,,,,Please ensure that you join our Slack group so that we can communicate with transcribers: ,,,,,,https://join.slack.com/t/codethecity/shared_invite/zt-ebfpmtdt-wMnHGebBCNJTCEInaYCwNw,,,,
576b1c2c-a0de-4ee0-8ad4-50b5b5d8481f,17-Oct-1914,2141,Lizzie,Swedish,Landgren,753,Hernosand,Timber,,,,Mark Cullen,Mollie Horne,
85c03e3f-5d0b-4194-bc8b-938c0ae309a6,17-Oct-1914,2142,Portlethen,British,Godsman,57,Shields,Coal,,,,Mark Cullen,Mollie Horne,
11ee62ad-f2b3-404a-88b1-7a6ffb975e7c,17-Oct-1914,2143,Silver City,British,Macdonald,203,Leith,Goods,,,,Mark Cullen,Mollie Horne,
742b717c-771a-4193-a743-6b48003f2b13,18-Oct-1914,2144,HMMS 517,British,(blank),(blank),North Sea,Cruising,Sunday 18th. Fine weather and smooth sea. No other remarks.,,,Mark Cullen,Mollie Horne,
823809ea-d6ea-4f18-94f3-03fc946f2342,18-Oct-1914,2145,A Taylor,British,Ross,277,Seaham,Coal,,,,Mark Cullen,Mollie Horne,
5e40beac-1578-4821-9b35-ffcfb8e5c4db,18-Oct-1914,2146,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
64e4ec3c-2c9a-430e-b928-c8864d3e6576,18-Oct-1914,2147,Redhall,British,Ross,363,Shields,Coal,,,,Mark Cullen,Mollie Horne,
c6afd877-e371-417e-badb-0bf52d8217a0,18-Oct-1914,2148,Kinnairds Head,British,Campbell,73,Boness,Coal,,,,Mark Cullen,Mollie Horne,
1d024ec6-d57d-4f21-b08a-e71cfcfb41aa,18-Oct-1914,2149,Aberdon,British,Ross,495,Seaham,Coal,,,,Mark Cullen,Mollie Horne,
16eab146-0278-4648-96d0-0b7d2209f75c,18-Oct-1914,2150,HMMS 167,British,(blank),(blank),North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
d287ad95-f4aa-4c7f-a98a-1592c2e02cea,18-Oct-1914,2151,St Sunniva,British,Gray,363,Lerwick,Goods,,,,Mark Cullen,Mollie Horne,
336f49a5-6063-43ff-b7e2-cf164ee3bc97,18-Oct-1914,2152,St Ninian,British,Williamson,292,Leith,Goods,,,,Mark Cullen,Mollie Horne,
cf1577ee-546a-46e3-b2ba-2edfdca404f3,19-Oct-1914,2153,Princess Olga,British,McLauchlin,(blank),Liverpool,Goods,Monday 19th. Fine weather and smooth sea. ,Monday 19th. The Norwegian steamer was the first beached in Torry Harbour. George Noble was Pilot.,,Mark Cullen,Mollie Horne,
71178087-0c32-4076-b739-267b29024142,19-Oct-1914,2154,Princess Victoria,British,McKenzie,647,Liverpool,Goods,,,,Mark Cullen,Mollie Horne,
cd6568c9-389a-4ff6-92b6-2a109a006382,19-Oct-1914,2155,Elider,British,Evans,152,Dinorwic,Slates,,,,Mark Cullen,Mollie Horne,
693617b6-cd94-4230-a366-d22a9eab2b52,19-Oct-1914,2156,Wansfell,British,Findlay,106,Scapa Flow,Light,,,,Mark Cullen,Mollie Horne,
f82be011-44a9-434d-b268-4effb16100e0,19-Oct-1914,2157,Spray I ,British,Alves,375,Goole,Coal,,,,Mark Cullen,Mollie Horne,
adfda226-0289-4b85-9d3a-ec1e7f72f19b,19-Oct-1914,2158,Bianca,Norwegian,Petorwer,655,Sundsvall,Timber,,,,Mark Cullen,Mollie Horne,
e0247c84-f4ea-41b4-98de-378729d54a21,19-Oct-1914,2159,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Mark Cullen,Mollie Horne,
f906ae73-12a5-46f3-9231-e3c6f92d823d,19-Oct-1914,2160,Hogarth,British,Ward,642,London,Goods,,,,Mark Cullen,Mollie Horne,
fa8cb0e6-0689-41d9-81d5-5a9be4e90e95,20-Oct-1914,2161,Express,British,Heddle,89,Kirkwall,Goods,Tuesday 20th. Moderate southerly wind and smooth sea. Sky cloudy.,,,Mark Cullen,Mollie Horne,
f3cb63fb-9676-4b58-b323-d40604836c8a,20-Oct-1914,2162,St Magnus,British,Leask,272,Leith,Goods,,,,Mark Cullen,Mollie Horne,
93a59615-ba5d-4dc6-881d-bfde7c4d1732,20-Oct-1914,2163,St Ronald,British,Scott,395,Kirkwall,Goods,,,,Mark Cullen,Mollie Horne,
aa9ed61b-fc36-424d-92d9-f97ea233107d,20-Oct-1914,2164,St Ninian,British,Williamson,292,Wick,Goods,,,,Mark Cullen,Mollie Horne,
52189bd4-734f-4004-8b96-fc94d5da16a9,21-Oct-1914,2165,Spray II,British,Lawerance,580,Sunderland,Coal,Wednesday 21st. Stormy weather and squally.,Wednesday 21st. Put Lifeboat into shed.,,Mark Cullen,Mollie Horne,
4eebb6e7-e6ed-4021-9e42-d8574133ab1b,21-Oct-1914,2166,Thrift,British,McKay,208,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
a21cf9ba-ff21-407d-9f23-ae631211a21a,21-Oct-1914,2167,Maggie Lough,British,Lough,57,Stonehaven,Light,,,,Mark Cullen,Mollie Horne,
9d3e0cbe-09b2-4331-9bf5-947935ba5c38,21-Oct-1914,2168,Earnholm,British,Macdonald,191,Leith,Goods,,,,Mark Cullen,Mollie Horne,
f00d1f08-0f78-4732-87bf-9db26cfc648d,21-Oct-1914,2169,Silver City,British,Macdonald,103,Leith,Goods,,,,Mark Cullen,Mollie Horne,
369e2b1a-e56e-418a-a66f-c0db67506e1e,22-Oct-1914,2170,HMS 163,British,(blank),(blank),North Sea,Cruising,"Thursday 22nd. Fierce South East gale and high sea, towards night the weather moderating and sea going down.",,,Mark Cullen,Mollie Horne,
63a7d28c-4389-4c3e-93ec-e1803e25a055,22-Oct-1914,2171,City of London,British,Taylor,575,London,Goods,,,,Mark Cullen,Mollie Horne,
56b21a61-5e90-47d3-a2c0-2bff585d8ca2,22-Oct-1914,2172,St Ronald,British,Scott,395,Leith,Goods,,,,Mark Cullen,Mollie Horne,
7ea72453-579c-4e76-ad5f-410cff4b8cc0,22-Oct-1914,2173,Spray I,British,Alves,375,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
74bdd2bc-f89a-4c95-9a81-8577a56ebf8a,22-Oct-1914,2174,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
aa24fdf6-9285-4a55-91fb-62c297dfeec6,22-Oct-1914,2175,St Sunniva,British,Gray,363,Stromness,Goods,,,,Mark Cullen,Mollie Horne,
a436f3eb-8edb-4566-a8ac-a07318144f93,22-Oct-1914,2176,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,,,,Mark Cullen,Mollie Horne,
060869ba-3b05-4fc9-851b-7e8d58a6f7c1,22-Oct-1914,2177,Princess Caroline,British,Jones,316,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
0e5f91af-feae-43fd-9fc9-3d067c8f8e05,22-Oct-1914,2178,HMMS 216,British,(blank),(blank),North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
8833bbc3-3a47-4928-8809-7cc5f421e740,22-Oct-1914,2179,Femern,Swedish,Ludvigson,335,Gothenburg,Goods,,F,,Mark Cullen,Mollie Horne,
2ffc66b8-cea0-4c50-b729-bf5b52b2a73d,22-Oct-1914,2180,Redhall,British,Ross,353,Shields,Coal,,,,Mark Cullen,Mollie Horne,
e3a17b5e-9d14-4bd1-82ef-0442bb35d7bb,23-Oct-1914,(blank),(blank),(blank),(blank),(blank),(blank),(blank),"Friday 23rd. Moderate SE gale and squally. Miserable weather, sea rough.",,Weather report for 23rd but no ship arrivals showing.,Mark Cullen,Mollie Horne,
a38aacca-95e5-45cd-a28b-2cb32be52413,24-Oct-1914,2181,Thrift,British,Mackay,208,Blyth,Coal,"Saturday 24th. Wind East to SEast, showery and overcast, sea going down.","Saturday 24th. HMS Driad, which was recently ashore at Orkney, has been drydocked today. Also HMS Oak.",,Mark Cullen,Mollie Horne,
8489e74e-7134-46b6-9b3c-c47ba6fe5539,24-Oct-1914,2182,HMMS 70,British,(blank),(blank),North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
18770739-4e6b-467f-bddb-f6d2185beab2,24-Oct-1914,2183,HMS Oak,British,(blank),(blank),North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
04854103-c33c-451d-953e-11780517ff5e,24-Oct-1914,2184,Heimland,Holland,Johansen,246,Rotterdam,Goods,,F,,Mark Cullen,Mollie Horne,
052a5227-0680-472b-b09f-36ee31fc3dca,24-Oct-1914,2185,Eros,British,Davidson,73,Inverness,Timber,,,,Mark Cullen,Mollie Horne,
413ae95b-1c44-41f9-a0f5-b42f0e61d8b2,24-Oct-1914,2186,HMMS Denitra,(blank),(blank),(blank),North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
f78c528c-6590-4346-b4e9-f14672934a92,24-Oct-1914,2187,Princess Victoria,British,McKenzie,647,Dundee,Goods,,,,Mark Cullen,Mollie Horne,
ef5808ea-3102-47bb-a2c1-b5c73899bd36,24-Oct-1914,2188,HMS Driad,British,(blank),(blank),North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
16de0984-d9e2-4182-a511-5a981c5376c5,24-Oct-1914,2189,Silver City,British,Macdonald,203,Leith,Goods,,,,Mark Cullen,Mollie Horne,
0f0b6f50-8f32-4c98-9169-d2226dabddb3,24-Oct-1914,2190,St Ninian,British,Williamson,292,Kirkwall,Goods,,,,Mark Cullen,Mollie Horne,
fcf55c0f-c509-40fd-afce-91e919cc7a36,24-Oct-1914,2191,Aberdon,British,Ross,496,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
ce465fc1-055d-4e7d-a303-ad48827d1aac,24-Oct-1914,2192,Spray II,British,Lawerance,580,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
46c41cae-e5eb-4de7-be7a-3ad2661025fc,25-Oct-1914,2193,St Sunniva,British,Gray,363,Leith,Goods,Sunday 25th. Fresh East to South East wind and choppy sea. Day ends with wind backing to N.E.,,,Mark Cullen,Mollie Horne,
291253bf-c994-4ea0-876f-801207ea07dc,25-Oct-1914,2194,St Magnus,British,Leask,272,Wick,Goods,,,,Mark Cullen,Mollie Horne,
a218bac5-d98f-4e59-b6ea-f819b261c587,25-Oct-1914,2195,Braeneil,British,Coutts,176,London,Goods,,,,Mark Cullen,Mollie Horne,
a305273a-6b84-4d82-8363-cd612bc46a5e,25-Oct-1914,2196,Constance,British,Smith,56,Montrose,Timber,,,,Mark Cullen,Mollie Horne,
a05f119d-86b6-424e-95e4-90b5e95aa201,25-Oct-1914,2197,Advent,British,Cook,530,Seaham,Coal,,,,Mark Cullen,Mollie Horne,
ac3382f0-8139-4d40-ab5f-d1894c7054a7,25-Oct-1914,2198,Firth,British,Wright,163,Granton,Coal,,,,Mark Cullen,Mollie Horne,
fc54edfc-d6f6-4e93-a9bb-2d2a6f42d18f,25-Oct-1914,2199,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Mark Cullen,Mollie Horne,
edb96daf-1a47-4ec0-98b1-efab165e0caf,26-Oct-1914,2200,Trieste,British,Kidd,974,Arzew,Esparto Grass,Monday 26th. Variable winds accompanied by heavy rain. Sea rough.,,,Mark Cullen,Mollie Horne,
72e190d6-643e-4fda-9112-a0b859272f71,26-Oct-1914,2201,Glentilt,British,Alcock,452,Uddavalla,General,,BF,,Mark Cullen,Mollie Horne,
0ec72478-1bf8-4be6-b2b9-f1bf7637fe52,26-Oct-1914,2202,Luddick,British,Barron,184,Hull,General,,,,Mark Cullen,Mollie Horne,
43e1acd7-7d48-419d-9a8f-24384eb6ceb3,27-Oct-1914,2203,Princess Olga,British,McLauchlin,461,Liverpool,General,Tuesday 27th. Fine weather throughout the day and smooth sea.,,,Mark Cullen,Mollie Horne,
02b26fe7-eab4-4e8b-bf34-a9331ca801fb,27-Oct-1914,2204,Glen Gelder,British,Smart,452,Drammen,General,,BF,,Mark Cullen,Mollie Horne,
2b678046-6c95-4a1d-988f-e0e5554a3e0b,27-Oct-1914,2205,aux Cheshire Cat,British,Stephens,57,Spinningdale,Timber,,,,Mark Cullen,Mollie Horne,
0ea8e452-2099-4cc3-a642-b4e62166029b,27-Oct-1914,2206,St Magnus,British,Leask,272,Leith,Goods,,,,Mark Cullen,Mollie Horne,
d04e06e4-1996-4dd2-a215-c7afc8a6b6c3,27-Oct-1914,2207,Express,British,Heddle,89,Kirkwall,Goods,,,,Mark Cullen,Mollie Horne,
46e3568c-ee0e-44d3-88bb-b3c89ed8a23c,27-Oct-1914,2208,Hogarth,British,Ward,642,London,Goods,,,,Mark Cullen,Mollie Horne,
4b927f84-95d2-467c-9249-275a4baa79d1,27-Oct-1914,2209,St Ninian,British,Williamson,292,Leith,Goods,,,,Mark Cullen,Mollie Horne,
0cf9f6eb-30f0-4e18-bd49-60ad0fab3a7d,27-Oct-1914,2210,St Ronald,British,Scott,395,Kirkwall,Goods,,,,Mark Cullen,Mollie Horne,
2231f7f9-4b75-4cc4-9e21-c3ab1a8674ba,28-Oct-1914,2211,Thrift,British,Mackay,208,Blyth,Coal,Wednesday 28th. Same weather continues. No other remarks.,,,Mark Cullen,Mollie Horne,
99e1ca3a-7939-4b7c-a2d4-005b223f532b,28-Oct-1914,2212,HMMS 118,British,(blank),(blank),North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
70911fe4-bb72-4d42-bf6e-5723fd56294e,28-Oct-1914,2213,HMMS 510,British,(blank),(blank),North Sea,Cruising,,,,Mark Cullen,Mollie Horne,
cb0f0216-0233-46cc-b978-96d6e478f380,28-Oct-1914,2214,Redhall,British,Ross,353,Shields,Coal,,,,Mark Cullen,Mollie Horne,
b44cb760-71cd-4f28-8479-41d78b5ee8cd,28-Oct-1914,2215,Firth,British,Wright,163,Leith,Coal,,,,Mark Cullen,Mollie Horne,
fc8bf8a8-7041-42e0-b70e-4a4f367912db,28-Oct-1914,2216,Silver City,British,McDonald,203,Leith,Goods,,,,Mark Cullen,Mollie Horne,
6d6d8cfe-530d-4493-aa1a-a9c4ecb52015,28-Oct-1914,2217,Dunleith,British,Auld,111,Leith,Coal,,,,Mark Cullen,Mollie Horne,
f82ce966-6b8d-4157-b0aa-28b6ed16fdef,28-Oct-1914,2218,Utopia,British,Smith,64,Berwick,Coal,,,,Mark Cullen,Mollie Horne,
912a3695-f207-48bd-acac-cdb2a0a48738,28-Oct-1914,2219,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
b102ef8a-bb71-4a6f-8629-683cc264ce95,29-Oct-1914,2220,HMMS 135,British,(blank),(blank),North Sea,Cruising,"Thursday 29th. First part wind varying from NE to SE with rain, latter a fresh south east gale and high sea.",Thursday 29th. The Dunleith put back with the loss of 2 men and ship disabled. The Torry and North Pier Brigades were called out.,,Mark Cullen,Mollie Horne,
09d4ede8-aefd-4e7b-817e-24f850e8bf73,29-Oct-1914,2221,Leelite,British,Pirrie,114,Goole,Coal,,,,Mark Cullen,Mollie Horne,
3eef7d97-a041-4a24-9985-2883e574392e,29-Oct-1914,2222,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,,,,Mark Cullen,Mollie Horne,
d9fe3b55-a052-4e64-bec5-048e7ea88e4f,29-Oct-1914,2223,Mercia,Swedish,Smith,695,Hernosand,Timber,,F,,Mark Cullen,Mollie Horne,
7178bc8e-01a7-4fbe-8685-b8c9ff2ddd0f,29-Oct-1914,2224,Aberdon,British,Ross,495,Seaham,Coal,,,,Mark Cullen,Mollie Horne,
48af629e-c295-4538-8006-a4749c23c534,29-Oct-1914,2225,Spray II,British,Lawerance,580,Sunderland,Coal,,,,Mark Cullen,Mollie Horne,
0cfdf45e-e055-4d48-a2c5-bd263f5fe480,29-Oct-1914,2226,Dunleith,British,Auld,111,Put Back,Disabled,,,,Mark Cullen,Mollie Horne,
678f499a-e8a8-43e4-9df7-642df9dc5194,29-Oct-1914,2227,Earnholm,British,McDonald,191,Leith,Goods,,,,Mark Cullen,Mollie Horne,
fdf36967-4681-46cb-9793-80d97ab2aad6,29-Oct-1914,2228,St Ronald,British,Scott,395,Leith,Goods,,,,Mark Cullen,Mollie Horne,
9433421e-c6d3-4d87-a87b-ce5387bcfd89,29-Oct-1914,2229,Alice Taylor,British,Ross,277,Inverness,Wind Bound,,,,Mark Cullen,Mollie Horne,
58e6813a-17e4-4bfb-8dae-518ab31ed2f2,30-Oct-1914,2230,St Sunniva,British,J Grey,353,Stromness,Goods,Friday 30th. Gale from SE continues with heavy rain.,Friday 30th. The cargo steamer Wakefield put into the bay @ 11.30am. No tide flag shown.,,Mark Cullen,Mollie Horne,
5546724c-f566-4bd6-9543-59005e8ef4d5,31-Oct-1914,2231,St Ninian,British,Williamson,292,Kirkwall,Goods,Saturday 31st. Same weather continues. No tide flag. Heavy sea running the Bar. ,,,Mark Cullen,Mollie Horne,
b65f54dd-9ee7-455d-a257-2f6e6ef31b56,01-Nov-1914,2232,Princess Thyra,British,Gill,311,Dundee,Goods,Sunday 1st Nov. Fresh south east gale and high confused sea,Sunday 1st Nov. No tide flag shown owing to Freshet and heavy sea.,,Anne Clark,Mark Cullen,
97b8104d-cf6b-4ca3-97f8-d94f5d4c1454,02-Nov-1914,2231,Princess Beatrice,British,Kinley,524,Dundee,Goods,"Monday 2nd. Wind moderating and sea going down.
",Monday 2nd. Shipping resumed. Took in Wakefield drawing 19 feet aft behaved alright. Heavy rain throughout.,[2231 & 2232 number duplication],Anne Clark,Mark Cullen,
381aaa9e-be08-4735-ac2c-967e5c8c7b0b,02-Nov-1914,2232,City of London,British,Taylor,525,London,Goods,,,,Anne Clark,Mark Cullen,
49beb272-f66c-46cd-a5f1-cff10b4ae7be,02-Nov-1914,2233,HMMO 110,British,(blank),(blank),North Sea,Cruising,,,,Anne Clark,Mark Cullen,
6717e2ba-c324-4596-80ab-a0ed5b079d49,02-Nov-1914,2234,HMMO 117,British,(blank),(blank),North Sea,Cruising,,,,Anne Clark,Mark Cullen,
5b04af8d-0d96-4438-8794-6fb6e6116264,02-Nov-1914,2235,Advent,British,Cook,530,Seaham,Coal,,,,Anne Clark,Mark Cullen,
ffe2063a-373e-4d67-8a8c-fbe054cf4aa5,02-Nov-1914,2236,Wakefield,British,Martin,2535,Tampa via London,Phosphate,,,,Anne Clark,Mark Cullen,
7d7f4dc2-259c-499b-b38b-5a326ab4f81a,02-Nov-1914,2237,Norah Elsmie,British,Gibb,126,Dublin,Burnt Ore,,,,Anne Clark,Mark Cullen,
ca09378a-9bff-4892-8df8-6275b9a54bcd,02-Nov-1914,2238,Regina,Norwegian,Sveningsen,386,Hernosand,Timber,,,,Anne Clark,Mark Cullen,
ea06e022-6fc4-4920-a00b-ac4b5e6a0eba,02-Nov-1914,2239,AK Fermstrom,Swedish,Solderstrom,547,Karlsham,Granite,,,,Anne Clark,Mark Cullen,
30050a61-97f4-4dcf-b670-fc18b0f431cc,02-Nov-1914,2240,Sail Freya,Danish,Neilson,184,Fowey,China Clay WB,,,,Anne Clark,Mark Cullen,vessel name?
9c4933ff-4157-496b-8d48-01cdd622435d,02-Nov-1914,2241,St. Sunniva,British,Gray,363,Leith,Goods,,,,Anne Clark,Mark Cullen,
fb758ba9-25fb-47ee-9ec1-24ccdeba622e,03-Nov-1914,2242,St. Magnus,British,Leask,270,Leith,Goods,Tuesday 3rd. Heavy rain sea rising and wind increasing awful weather,,,Anne Clark,Mark Cullen,
cfa0254b-63f2-4adf-8001-561087db00bf,03-Nov-1914,2243,Silver City,British,Mcdonald,208,(blank),(blank),,,Unfinished & scored out ,Anne Clark,Mark Cullen,
3fe1cedf-6938-4d20-8881-631fbd5259e3,03-Nov-1914,2244,Cheshire Cat,British,Smith,(blank),(blank),(blank),,,Unfinished & scored out ,Anne Clark,Mark Cullen,
7148646e-aa3f-42ea-a87b-a6f51074cad0,03-Nov-1914,2245,HMMS 610,British,(blank),(blank),(blank),(blank),,,Unfinished & scored out ,Anne Clark,Mark Cullen,
eecfb85b-d18a-4315-ab0b-8360b13ac392,03-Nov-1914,2246,Advent,British,Cook,(blank),(blank),(blank),,,Unfinished & scored out ,Anne Clark,Mark Cullen,
6bb8f489-d477-4ef4-8c7a-0240d3d9aa1c,03-Nov-1914,2247,St Ninian,British,Williamson,(blank),(blank),(blank),,,Unfinished & scored out ,Anne Clark,Mark Cullen,
e7d6b7e3-4f2b-4c2a-9e0e-a12991447640,03-Nov-1914,2248,Heimland,Norwegian,Johansen,246,Rotterdam,General,,,,Anne Clark,Mark Cullen,
4eb65dc4-56ec-4f50-8459-5c001571f875,03-Nov-1914,2249,St. Ninian,British,Williamson,262,Leith,Goods,,,,Anne Clark,Mark Cullen,
03601151-45d9-4d73-a72e-2483c9069a01,04-Nov-1914,2250,St. Ronald,British,Scott,395,Kirkwall,Goods,Wednesday 4th. Weather improving sea going down,Wednesday 4th. Heavy freshet in river,,Anne Clark,Mark Cullen,
ba2ce142-6d93-4111-b1b0-0563ffe6ce5e,04-Nov-1914,2251,Thrift,British,Mackay,205,Blyth,Coal,,,,Anne Clark,Mark Cullen,
f2f6b6b1-8936-489e-9169-601b95bbc2aa,04-Nov-1914,2252,Princess Victoria,British,Kinley,648,Liverpool,Goods,,,,Anne Clark,Mark Cullen,
2be9c5ef-ada5-476b-a91c-52b738d516ea,04-Nov-1914,2253,Alice Krohn,Norwegian,Ramaland,335,Archangel,Flax WB,,,,Anne Clark,Mark Cullen,
86e082c2-1b7f-4272-99ef-57ad7024fcd0,04-Nov-1914,2254,Emanuel,Norwegian,Fritz,971,Hernosand,Wood pulp,,,,Anne Clark,Mark Cullen,
73a5926b-6137-4467-842a-846517b4e251,04-Nov-1914,2255,Ailsa,British,Tonner,36,Frasersbro,Herring WB,,,,Anne Clark,Mark Cullen,
ba43d9e9-53dc-4b03-93ab-c6a6d6de6e84,04-Nov-1914,2256,HMS Dee,British,(blank),(blank),North Sea,Cruising,,,,Anne Clark,Mark Cullen,
d67d77cd-ae46-4f0e-b90b-e8451103c83f,04-Nov-1914,2257,HMS Liffy,British,(blank),(blank),North Sea,Cruising,,,,Anne Clark,Mark Cullen,
74b45cc5-1168-4919-bca9-37bbeb173ddc,04-Nov-1914,2258,Sweet Home,British,Winter,68,Peterhead,WB,,,,Anne Clark,Mark Cullen,
948ec5c3-a781-4171-bf46-5685f8ad1c58,04-Nov-1914,2259,Kinnairds Head,British,Campbell,75,Bo'ness,WB,,,,Anne Clark,Mark Cullen,
ae998e62-2858-46ae-9e5f-558b9220ab19,04-Nov-1914,2260,Garmoyle,British,Anderson,36,Dundee,WB,,,,Anne Clark,Mark Cullen,
c1f64eae-cfb7-4569-93e3-a24209e9d3cf,04-Nov-1914,2261,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Anne Clark,Mark Cullen,
7035bf41-c068-4b0a-a6d4-fd97771da8d3,04-Nov-1914,2262,Spray II,British,Lawerance,580,Sunderland,Coal,,,,Anne Clark,Mark Cullen,
13d0f620-35a4-41ba-8749-6624c5ba4ae5,05-Nov-1914,2263,Braeneil,British,Coutts,176,London,General,Thursday 5th. Strong SE wind and squally rough sea on the bar.,,,Anne Clark,Mark Cullen,
7f89a731-0154-4b23-bf61-dc04a91a0462,05-Nov-1914,2264,Redhall,British,Ross,353,Shields,Coal,,,,Anne Clark,Mollie Horne,
64971bb0-ad54-4a2a-9cbe-72d805ba2c66,05-Nov-1914,2265,Express,British,Heddle,89,Orkney,General,,,,Anne Clark,Mollie Horne,
6f37867e-7aea-4da9-a9ad-7f390c68670a,05-Nov-1914,2266,Wansfell,British,Heddle,126,Bridgeness,Coal,,,,Anne Clark,Mollie Horne,
d88872b5-ffbb-4945-aede-7535a3f21489,05-Nov-1914,2267,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Anne Clark,Mollie Horne,
3b9f0b1a-2d84-443d-a8eb-ab3e7ce69363,05-Nov-1914,2268,"HMMS 165, 39, 168, 166",British,(blank),(blank),North Sea,Cruising,,,,Anne Clark,Mollie Horne,
541793be-4fb5-49ea-a7f1-5376bd5e37fb,05-Nov-1914,2269,HM Transport Zypha,British,Hartley,(blank),(blank),Light,,,,Anne Clark,Mollie Horne,
574a0956-792b-4763-bc01-7a23af4c5c5a,05-Nov-1914,2270,Rentoria,Norwegian,Hertz,945,Sundsvall,Wood pulp,,,,Anne Clark,Mollie Horne,
f2147176-c52e-46a2-894b-8e364a473fe6,05-Nov-1914,2271,Portlethen,British,Godsman,57,Macduff,Oats WB,,,,Anne Clark,Mollie Horne,
d385aad6-486c-484c-bc4e-fbccaf9dc8dc,05-Nov-1914,2272,Silver City,British,Macdonald,208,Leith,Goods,,,,Anne Clark,Mollie Horne,
98dfa3ec-28c0-470b-b316-23637c612e0a,06-Nov-1914,2273,St. Magnus,British,Leask,272,Wick,Goods,Friday 6th. Weather improving sea going down.,,,Anne Clark,Mollie Horne,
62f6c895-9fd8-42df-b272-eb5340e99bc2,06-Nov-1914,2274,Princess Melita,British,Cribban,316,Dundee,Goods,,,,Anne Clark,Mollie Horne,
0544605c-121e-4082-bbc6-7ad5abf8c58c,06-Nov-1914,2275,Firth,British,Wright,163,Grangemouth,Coal,,,,Anne Clark,Mollie Horne,
fa5308c8-e614-4dd3-947a-37124478bcac,06-Nov-1914,2276,Princess Dagmar,British,Cubbin,311,Dundee,Goods,,,,Anne Clark,Mollie Horne,
790d3454-c67b-4f64-b099-4b39acd38411,06-Nov-1914,2277,St. Ronald,British,Scott,395,Leith,Goods,,,,Anne Clark,Mollie Horne,
23dd954f-5140-4237-b9e4-b0fedee84462,07-Nov-1914,2278,St. Ninian,British,Williamson,292,Kirkwall,Coal,Saturday 7th. Wind westerly weather fine sea smooth.,,,Anne Clark,Mollie Horne,
c9e262e4-5b44-4b16-af84-39e0311b6905,07-Nov-1914,2279,Thrift,British,Mackay,208,Sunderland,Cruising,,,,Anne Clark,Mollie Horne,
f4211958-59bc-4c0e-b4ec-176cf9601b5c,07-Nov-1914,2280,NK,British,Main,(blank),Orkneys,Cruising,,,,Anne Clark,Mollie Horne,
267b6adb-48ab-482a-93d0-667a5d983373,07-Nov-1914,2281,HMS Minoa,British,(blank),(blank),North Sea,Cruising,,,,Anne Clark,Mollie Horne,
5617b937-29de-4764-b6d3-20076c74e7cc,07-Nov-1914,2282,Earnholm,British,Wilson,191,Leith,Goods,,,,Anne Clark,Mollie Horne,
e2087590-b849-4b88-88cd-6caace3658e9,07-Nov-1914,2283,Hogarth,British,Ward,642,London,Goods,,,,Anne Clark,Mollie Horne,
949ed348-4488-412e-87e1-f4c1d2b8a2d0,07-Nov-1914,2284,Luddick,British,Barron,184,Newcastle,Goods,,,,Anne Clark,Mollie Horne,
1fb6c855-20ed-4c07-aebc-617bd953bd66,07-Nov-1914,2285,St. Sunniva,British,Gray,363,Stromness,Goods,,,,Anne Clark,Mollie Horne,
c460c876-eabc-47b0-b374-e47eb77c23cf,07-Nov-1914,2286,St. Magnus,British,Leask,272,Leith,Goods,,,,Anne Clark,Mollie Horne,
c2efae52-b0b1-466e-bccd-582936bb08f7,08-Nov-1914,2287,Advent,British,Cook,530,Seaham,Coal,Sunday 8th. Wind SW sea smooth thrightening rain.,,,Anne Clark,Mollie Horne,
8168fe20-8a20-49a7-bcb5-8d5e16f6a6b5,08-Nov-1914,2288,Firth,British,Wright,163,Granton,Coal,,,,Anne Clark,Mollie Horne,
8693aa85-f15e-4ae1-b6d3-4195e300b081,08-Nov-1914,2289,Redhall,British,Ross,363,Shields,Coal,,,,Anne Clark,Mollie Horne,
e92ee471-ca85-4069-857c-c6a7ae7cb889,08-Nov-1914,2290,Remus,Norwegian,Sanads,592,Hudiksvall,Timber,,,,Anne Clark,Mollie Horne,
3f6c7a72-bab1-4b81-8232-f15ebf6b0e54,08-Nov-1914,2291,Earl of Aberdeen ,British,Dove,352,Newcastle,Goods,,,,Anne Clark,Mollie Horne,
